suburb|state|postcode
LOWER BORO|NSW|2580
MOONBAH|NSW|2627
BREWONGLE|NSW|2795
BONNELLS BAY|NSW|2264
ABERCROMBIE RIVER|NSW|2795
WINGHAM|NSW|2429
MUNDONGO|NSW|2720
BUSBYS FLAT|NSW|2469
WYAN|NSW|2469
NORTH MACQUARIE|NSW|2527
COOMEALLA|NSW|2717
BOEILL CREEK|NSW|2739
BALACLAVA|NSW|2575
GUNTAWANG|NSW|2852
DARETON|NSW|2717
GREENHILLS BEACH|NSW|2230
JORDAN SPRINGS|NSW|2747
CURRAWONG BEACH|NSW|2108
CADDENS|NSW|2747
BORDER RANGES|NSW|2474
BOSSLEY PARK|NSW|2176
BOWRAL|NSW|2576
BOX HILL|NSW|2765
BRAEMAR|NSW|2575
BROADWAY|NSW|2581
BROKE|NSW|2330
BRUCEDALE|NSW|2650
BRUNDEE|NSW|2540
BULEE|NSW|2622
BUNDEENA|NSW|2230
BUREEN|NSW|2328
BUXTON|NSW|2571
BYADBO WILDERNESS|NSW|2628
CABBAGE TREE ISLAND|NSW|2477
CABRAMATTA|NSW|2166
CABRAMATTA WEST|NSW|2166
CALDERWOOD|NSW|2527
CAMBEWARRA|NSW|2540
CAMBEWARRA VILLAGE|NSW|2540
CANLEY HEIGHTS|NSW|2166
ARKELL|NSW|2795
CARINGBAH|NSW|2229
CARLINGFORD|NSW|2118
ARMATREE|NSW|2828
CARRINGTON|NSW|2324
CARROLL|NSW|2340
CATALINA|NSW|2536
CHARMHAVEN|NSW|2263
CHATSWOOD|NSW|2067
CLANDULLA|NSW|2848
CLAREMONT MEADOWS|NSW|2747
CLARENZA|NSW|2460
COFFS HARBOUR|NSW|2450
COLEBEE|NSW|2761
COLLARENEBRI|NSW|2833
COLLOMBATTI|NSW|2440
COLO|NSW|2756
UPPER KANGAROO VALLEY|NSW|2577
LOWER ACACIA CREEK|NSW|2476
WOOLNERS ARM|NSW|2470
TENAMBIT|NSW|2323
BREADALBANE|NSW|2581
STROUD HILL|NSW|2420
BIMBI|NSW|2810
DULWICH HILL|NSW|2203
CROOKED CORNER|NSW|2583
TANNAS MOUNT|NSW|2795
NORTH BATEMANS BAY|NSW|2536
LOWESDALE|NSW|2646
LOVETT BAY|NSW|2105
BALGOWLAH HEIGHTS|NSW|2093
BROOKFIELD|NSW|2420
WOODENBONG|NSW|2476
THE FRESHWATER|NSW|2469
GUERILLA BAY|NSW|2536
MARENGO|NSW|2453
JAGUMBA|NSW|2642
TOOGONG|NSW|2864
FITZGERALDS VALLEY|NSW|2795
CAMP CREEK|NSW|4385
GLENELLEN|NSW|2642
GARTHOWEN|NSW|2345
CROYDON PARK|NSW|2133
MERUNGLE HILL|NSW|2705
WYANBENE|NSW|2622
NOBBYS CREEK|NSW|2484
MILROY|NSW|2850
BLACK CREEK|NSW|2729
BURONGA|NSW|2739
HERNANI|NSW|2453
BALRANALD|NSW|2715
HAT HEAD|NSW|2440
ANNA BAY|NSW|2316
RETREAT|NSW|2355
ROBIN HILL|NSW|2795
YERONG CREEK|NSW|2642
CHULLORA|NSW|2190
KOGARAH BAY|NSW|2217
COWABBIE|NSW|2652
THE MARRA|NSW|2831
EDENVILLE|NSW|2474
WOLLAR|NSW|2850
TALLWOOD|NSW|2798
GRABBEN GULLEN|NSW|2583
SILVERWATER|NSW|2264
SOUTH GUYRA|NSW|2365
AFTERLEE|NSW|2474
WOLLUMBOOLA|NSW|2540
TEN MILE HOLLOW|NSW|2250
SUN VALLEY|NSW|2777
BEGA|NSW|2550
ROSSMORE|NSW|2557
GIRRAWEEN|NSW|2145
MONGARLOWE|NSW|2622
KIANGA|NSW|2546
LOWANNA|NSW|2450
FARLEY|NSW|2320
FERN GULLY|NSW|2330
FARGUNYAH|NSW|2656
GANMAIN|NSW|2702
MALLABULA|NSW|2319
MOTO|NSW|2426
GEORGES CREEK|NSW|2365
UPPER BINGARA|NSW|2404
PINNY BEACH|NSW|2281
GEURIE|NSW|2818
BRINGELLY|NSW|2556
NAREMBURN|NSW|2065
CANADIAN LEAD|NSW|2850
EAST RYDE|NSW|2113
EARLWOOD|NSW|2206
SANDBAR|NSW|2428
ROSEBANK|NSW|2480
HIGH RANGE|NSW|2575
BOORABEE PARK|NSW|2480
WOMERAH|NSW|2756
BILAMBIL|NSW|2486
GREENDALE|NSW|2745
TYRINGHAM|NSW|2453
UPPER HORTON|NSW|2347
MANDALONG|NSW|2264
OURNIE|NSW|2640
DEBENHAM|NSW|2446
CONGARINNI NORTH|NSW|2447
NUMBAA|NSW|2540
GLENDON|NSW|2330
TRUNGLEY HALL|NSW|2666
FAULKLAND|NSW|2422
WOODFORD ISLAND|NSW|2463
DERRIWONG|NSW|2877
CANGAI|NSW|2460
NELSON|NSW|2765
PONTO|NSW|2818
HANNAM VALE|NSW|2443
DULGUIGAN|NSW|2484
NIGHTCAP|NSW|2480
NORTH ARM|NSW|2484
UPPER GROWEE|NSW|2849
SWANS CROSSING|NSW|2439
TUENA|NSW|2583
NEATH|NSW|2326
EAST LINDFIELD|NSW|2070
MAITLAND VALE|NSW|2320
RICHLANDS|NSW|2580
RALEIGH|NSW|2454
DANGAR ISLAND|NSW|2083
GREENWELL POINT|NSW|2540
DEVILS HOLE|NSW|2550
MIRRABOOKA|NSW|2264
LONG POINT|NSW|2330
HIGHFIELDS|NSW|2289
ILUKA|NSW|2466
UPPER MANILLA|NSW|2346
WARRAH CREEK|NSW|2339
WAMBERAL|NSW|2260
OXLEY PARK|NSW|2760
PAGANS FLAT|NSW|2469
BROGERS CREEK|NSW|2535
CARDIFF SOUTH|NSW|2285
AMOSFIELD|NSW|4380
UPPER NILE|NSW|2849
IRONBARK|NSW|2347
CHIPPENDALE|NSW|2008
AUBURN VALE|NSW|2360
DABEE|NSW|2849
WAITUI|NSW|2443
CLOVASS|NSW|2480
SMITHTOWN|NSW|2440
UARBRY|NSW|2329
BLACKETT|NSW|2770
TURLINJAH|NSW|2537
OAKLANDS|NSW|2646
COMOBELLA|NSW|2820
FISHERMANS PARADISE|NSW|2539
REPTON|NSW|2454
WALLAGA LAKE|NSW|2546
WARDROP VALLEY|NSW|2484
LOGIE BRAE|NSW|2713
EVANS PLAINS|NSW|2795
DAIRYMANS PLAINS|NSW|2630
BONDI BEACH|NSW|2026
WALLIS LAKE|NSW|2428
CHATSBURY|NSW|2580
NIANGALA|NSW|2354
COOLONGOLOOK|NSW|2423
WALLANGRA|NSW|2360
SUMMER HILL|NSW|2130
BAKERS CREEK|NSW|2422
HILLDALE|NSW|2420
WESTDALE|NSW|2340
NIMMITABEL|NSW|2631
EUMUNGERIE|NSW|2822
CUMBANDRY|NSW|2852
COLLERINA|NSW|2839
BOBUNDARA|NSW|2630
STEEPLE FLAT|NSW|2631
ELLERSLIE|NSW|2648
MORVEN|NSW|2370
DUNOON|NSW|2480
TEA GARDENS|NSW|2324
LONGUEVILLE|NSW|2066
CHILLINGHAM|NSW|2484
FOREST LODGE|NSW|2037
SOUTH DURRAS|NSW|2536
KEREWONG|NSW|2439
MOULAMEIN|NSW|2733
NORTH STAR|NSW|2408
BELOKA|NSW|2628
WESTLEIGH|NSW|2120
BIBBENLUKE|NSW|2632
BUKALONG|NSW|2632
BOREE|NSW|2800
HAROLDS CROSS|NSW|2622
BELMONT|NSW|2280
ROSE BAY|NSW|2029
BROMBIN|NSW|2446
SWAN BAY|NSW|2471
NARRABURRA|NSW|2666
MOOBI|NSW|2337
MYRTLE CREEK|NSW|2469
BRAYTON|NSW|2579
GOOMBARGANA|NSW|2646
WAMBAN|NSW|2537
NEWTOWN|NSW|2042
HILL TOP|NSW|2628
MIDDLINGBANK|NSW|2630
URALBA|NSW|2477
BOTANY|NSW|2019
ROCKY PLAIN|NSW|2628
ROSEBERY|NSW|2018
SYLVANIA|NSW|2224
MACKSVILLE|NSW|2447
COLDSTREAM|NSW|2462
HOBARTVILLE|NSW|2753
BLACKMANS POINT|NSW|2444
RICHMOND|NSW|2753
FALLS CREEK|NSW|2540
NEWTON BOYD|NSW|2370
TUNGLEBUNG|NSW|2469
INNES VIEW|NSW|2429
BURWOOD HEIGHTS|NSW|2136
MOWBRAY PARK|NSW|2571
SILVERDALE|NSW|2752
TUMBARUMBA|NSW|2653
BAMARANG|NSW|2540
RAZORBACK|NSW|2571
GOODNIGHT|NSW|2736
HOGARTH RANGE|NSW|2469
MAYFIELD|NSW|2540
MIANDETTA|NSW|2825
FARRINGDON|NSW|2622
SOUTHAMPTON|NSW|2460
MARYLAND|NSW|2287
WILCANNIA|NSW|2836
PALING YARDS|NSW|2795
TOMBONG|NSW|2633
CORINELLA|NSW|2871
COPMANHURST|NSW|2460
GREAT MARLOW|NSW|2460
HAZELBROOK|NSW|2779
COMBOYNE|NSW|2429
LOST RIVER|NSW|2583
WEREBOLDERA|NSW|2720
MACQUARIE FIELDS|NSW|2564
ALFORDS POINT|NSW|2234
CARLAMINDA|NSW|2630
KREMNOS|NSW|2460
LALALTY|NSW|3644
RAVENSWORTH|NSW|2330
HYLAND PARK|NSW|2448
BROCKLEY|NSW|2365
NEWINGTON|NSW|2127
WOODHILL|NSW|2535
NUNGATTA SOUTH|NSW|2551
HAMPTON|NSW|2790
ILARWILL|NSW|2463
CHINDERAH|NSW|2487
KIKOIRA|NSW|2669
ELIZABETH HILLS|NSW|2171
BOTOBOLAR|NSW|2850
BRUSHGROVE|NSW|2460
WOOMARGAMA|NSW|2644
MULLAMUDDY|NSW|2850
TOWNSEND|NSW|2463
HAMLYN TERRACE|NSW|2259
THE POCKET|NSW|2483
SEXTONVILLE|NSW|2470
TUROSS|NSW|2630
BANKSTOWN AERODROME|NSW|2200
BROUGHTON VALE|NSW|2535
OCEAN SHORES|NSW|2483
PALMERS ISLAND|NSW|2463
UPPER DUROBY|NSW|2486
BURRANDANA|NSW|2650
MCLEANS RIDGES|NSW|2480
BOAT HARBOUR|NSW|2316
WARILLA|NSW|2528
MOUNT WILSON|NSW|2786
BLACK SPRINGS|NSW|2787
RED HILL|NSW|2347
CHERRY TREE HILL|NSW|2360
NAROOMA|NSW|2546
COOLGARDIE|NSW|2478
LITTLETON|NSW|2790
PEBBLY BEACH|NSW|2536
WYLIES FLAT|NSW|2330
JENOLAN|NSW|2790
NEW BRIGHTON|NSW|2483
TOMALLA|NSW|2337
HARWOOD|NSW|2465
STONY CREEK|NSW|2550
THALGARRAH|NSW|2350
GOWRIE|NSW|2340
NORTH BROTHER|NSW|2443
EULAH CREEK|NSW|2390
SANDY CROSSING|NSW|2460
ROLLANDS PLAINS|NSW|2441
YOWIE BAY|NSW|2228
WAGGA WAGGA|NSW|2650
LOWER PAPPINBARRA|NSW|2446
FLAT TOPS|NSW|2420
ULAN|NSW|2850
LEETON|NSW|2705
EROWAL BAY|NSW|2540
RUSSELL LEA|NSW|2046
CENTRAL COLO|NSW|2756
POINTER MOUNTAIN|NSW|2539
RAMSGATE BEACH|NSW|2217
GINEROI|NSW|2404
GULMARRAD|NSW|2463
HOMEBUSH|NSW|2140
MAYFIELD WEST|NSW|2304
BUNGABA|NSW|2852
BANGO|NSW|2582
YEOVAL|NSW|2868
MOGO CREEK|NSW|2775
CUDGEGONG|NSW|2850
HORNSBY|NSW|2077
GERRINGONG|NSW|2534
HOLLYDEEN|NSW|2328
MACQUARIE PASS|NSW|2577
BARMEDMAN|NSW|2668
TOOROOKA|NSW|2440
YARRAS|NSW|2795
CATHUNDRAL|NSW|2823
GREENLEIGH|NSW|2620
KYNNUMBOON|NSW|2484
MALUA BAY|NSW|2536
BAGO|NSW|2446
HALFWAY CREEK|NSW|2460
MUMMEL|NSW|2580
ROSEDALE|NSW|2536
BRAEFIELD|NSW|2339
COPETON|NSW|2360
GATESHEAD|NSW|2290
SCHEYVILLE|NSW|2756
WEST BATHURST|NSW|2795
BAR BEACH|NSW|2300
CRABBES CREEK|NSW|2483
OLD GREVILLIA|NSW|2474
CROWTHER ISLAND|NSW|2460
GUNDERBOOKA|NSW|2840
OAKY PARK|NSW|2790
DARGAN|NSW|2786
EMU HEIGHTS|NSW|2750
DAVIS CREEK|NSW|2336
JUGIONG|NSW|2726
DUDLEY|NSW|2290
DURANBAH|NSW|2487
TERRABELLA|NSW|2818
DURRAN DURRA|NSW|2622
TUNTABLE CREEK|NSW|2480
COBARK|NSW|2422
WEST ALBURY|NSW|2640
UPPER WILSONS CREEK|NSW|2482
ELCOMBE|NSW|2404
BALD NOB|NSW|2370
GRESFORD|NSW|2311
COFFEE CAMP|NSW|2480
KOOTINGAL|NSW|2352
ERSKINEVILLE|NSW|2043
EVELEIGH|NSW|2015
DRIPSTONE|NSW|2820
GEROGERY|NSW|2642
BOWMAN|NSW|2422
VALERY|NSW|2454
BANGADANG|NSW|2729
HORSFIELD BAY|NSW|2256
LOWER PEACOCK|NSW|2469
BARA|NSW|2850
KANGIARA|NSW|2582
MOOGEM|NSW|2370
FREDERICKTON|NSW|2440
TURA BEACH|NSW|2548
DIGGERS CAMP|NSW|2462
GROWEE|NSW|2849
SUNSHINE|NSW|2264
OBERNE CREEK|NSW|2650
HAWKS NEST|NSW|2324
WOKO|NSW|2422
REVESBY HEIGHTS|NSW|2212
WERRI BEACH|NSW|2534
GOOLGOWI|NSW|2652
LA PEROUSE|NSW|2036
GEORGES PLAINS|NSW|2795
GREENWICH PARK|NSW|2580
KILLAWARRA|NSW|2429
WYMAH|NSW|2640
PERICOE|NSW|2550
TURILL|NSW|2850
LAKE HIAWATHA|NSW|2462
DALWOOD|NSW|2335
CORRONG|NSW|2711
LITTLE TOPAR|NSW|2880
YARRAMAN|NSW|2343
CHAELUNDI|NSW|2460
NABIAC|NSW|2312
CULLIVEL|NSW|2645
MOGILLA|NSW|2550
GOAT ISLAND|NSW|2477
LONGARM|NSW|2347
DOLLYS FLAT|NSW|2429
COOLAC|NSW|2727
BALFOURS PEAK|NSW|2403
NUMBLA VALE|NSW|2628
BUNGALORA|NSW|2486
BOWEN MOUNTAIN|NSW|2753
BREAKFAST CREEK|NSW|2849
BLUE NOBBY|NSW|2408
THE GAP|NSW|2650
PYANGLE|NSW|2849
KEERRONG|NSW|2480
KAHIBAH|NSW|2290
KINCUMBER|NSW|2251
ADAMINABY|NSW|2629
CHITTAWAY POINT|NSW|2261
GALA VALE|NSW|2716
RANGARI|NSW|2380
KAREELA|NSW|2232
PHILLIP BAY|NSW|2036
KIRKCONNELL|NSW|2795
WIRRIMAH|NSW|2803
PINE VALLEY|NSW|2630
LEE CREEK|NSW|2849
WOOLLOOMOOLOO|NSW|2011
HAVILAH|NSW|2850
THE ENTRANCE NORTH|NSW|2261
HUNTINGWOOD|NSW|2148
AUSTRAL EDEN|NSW|2440
GIRARDS HILL|NSW|2480
DEER VALE|NSW|2453
CONJOLA|NSW|2539
SNOWBALL|NSW|2622
NEW LAMBTON HEIGHTS|NSW|2305
BURCHER|NSW|2671
BOTTLE CREEK|NSW|2469
PEARCES CREEK|NSW|2477
COOLEMAN|NSW|2611
MUTAWINTJI|NSW|2880
LILLI PILLI|NSW|2229
BRISBANE GROVE|NSW|2580
ROCKY POINT|NSW|2259
CARRINGTON|NSW|2324
CORRIMAL|NSW|2518
DAPTO|NSW|2530
TOWRANG|NSW|2580
COWRA|NSW|2794
CALLALA BEACH|NSW|2540
GAREMA|NSW|2871
CREMORNE|NSW|2090
PEAKHURST|NSW|2210
WILLURAH|NSW|2710
BONVILLE|NSW|2450
WOODSIDE|NSW|2372
HONEYBUGLE|NSW|2825
AGNES BANKS|NSW|2753
PIMLICO ISLAND|NSW|2478
RICHMOND|NSW|2753
EAST SEAHAM|NSW|2324
EAST GOSFORD|NSW|2250
CROKI|NSW|2430
CRONULLA|NSW|2230
ROCK FLAT|NSW|2630
WINDOWIE|NSW|2720
OATLANDS|NSW|2117
TARADALE|NSW|2653
BUTTABA|NSW|2283
LEMINGTON|NSW|2330
TUPPAL|NSW|2714
COMBERTON|NSW|2540
DOONBAH|NSW|2473
BEAUMONT|NSW|2577
MOUNT FAIRY|NSW|2580
VIOLET HILL|NSW|2423
CROOM|NSW|2527
CROWDY BAY NATIONAL PARK|NSW|2443
CUNDLETOWN|NSW|2430
WELLINGTON|NSW|2820
CURBAN|NSW|2827
IRVINGTON|NSW|2470
DURRAS NORTH|NSW|2536
ARGALONG|NSW|2720
OLD STATION|NSW|2440
LAWSON|NSW|2783
KELSO|NSW|2795
DALSWINTON|NSW|2328
WORLDS END|NSW|2850
DALTON|NSW|2581
FORBESDALE|NSW|2422
CURRAWARNA|NSW|2650
PENDLE HILL|NSW|2145
WINDERA|NSW|2800
FOXGROUND|NSW|2534
BUDGEWOI|NSW|2262
LAKE COWAL|NSW|2671
STANNUM|NSW|2371
MANGOOLA|NSW|2328
SANDY HOLLOW|NSW|2333
FORBES CREEK|NSW|2621
PERRYS CROSSING|NSW|2775
ROYALLA|NSW|2620
SYDNEY|NSW|2000
FORESTVILLE|NSW|2087
YESSABAH|NSW|2440
CAIRNCROSS|NSW|2446
DARBYS FALLS|NSW|2793
BARNSLEY|NSW|2278
WEST BALLINA|NSW|2478
DARLINGTON|NSW|2008
ANNANDALE|NSW|2038
RED HEAD|NSW|2430
PREMER|NSW|2381
CUNJURONG POINT|NSW|2539
ARDGLEN|NSW|2338
LAKE GEORGE|NSW|2621
PORT HACKING|NSW|2229
DENHAM COURT|NSW|2565
POSSUM CREEK|NSW|2479
DOG ROCKS|NSW|2795
MORVEN|NSW|2370
DRILDOOL|NSW|2386
HANWOOD|NSW|2680
DRUMMOYNE|NSW|2047
TOONGABBIE|NSW|2146
GILLENBAH|NSW|2700
WATTLE SPRINGS|NSW|2357
MAYVALE|NSW|2347
BRUIE PLAINS|NSW|2875
TOMS CREEK|NSW|2446
DUMARESQ ISLAND|NSW|2430
DUNBIBLE|NSW|2484
BLAXLAND|NSW|2774
BLUE HAVEN|NSW|2262
DUNDAS VALLEY|NSW|2117
AKOLELE|NSW|2546
CARRICK|NSW|2580
LIMEBURNERS CREEK|NSW|2444
KILLARNEY HEIGHTS|NSW|2087
BARRATTA|NSW|2710
DUNMORE|NSW|2529
MUNNI|NSW|2420
MOLEVILLE CREEK|NSW|2460
DUNOLLY|NSW|2330
BLAIRMOUNT|NSW|2559
CHATSWORTH|NSW|2469
THE OAKS|NSW|2570
DURAL|NSW|2158
HUSKISSON|NSW|2540
COWPER|NSW|2460
PIGEONBAH|NSW|2824
BANGALOW|NSW|2479
DUROBY|NSW|2486
LITTLE BAY|NSW|2036
MOGRIGUY|NSW|2830
SPRINGDALE|NSW|2666
EAGLE VALE|NSW|2558
RAINBOW FLAT|NSW|2430
CUMNOCK|NSW|2867
MORANS CROSSING|NSW|2550
FULLERTON|NSW|2583
EAST ALBURY|NSW|2640
UPPER DARTBROOK|NSW|2336
NORWAY|NSW|2787
EAST MAITLAND|NSW|2323
EAST TAMWORTH|NSW|2340
TORRINGTON|NSW|2371
BAKERS CREEK|NSW|2422
KOORAGANG|NSW|2304
ELERMORE VALE|NSW|2287
ELLERSLIE|NSW|2648
BALCOLYN|NSW|2264
ERINA|NSW|2250
ESCHOL PARK|NSW|2558
ESK|NSW|2472
EUABALONG|NSW|2877
WINDY|NSW|2343
ST PETERS|NSW|2044
WALLA WALLA|NSW|2659
URBENVILLE|NSW|2475
HILLSTON|NSW|2675
CASSILIS|NSW|2329
MOUNT HOREB|NSW|2729
BELLAWONGARAH|NSW|2535
URLIUP|NSW|2484
PALMERS CHANNEL|NSW|2463
BINDERA|NSW|2422
DUNBOGAN|NSW|2443
BILLINUDGEL|NSW|2483
MARDI|NSW|2259
ESSINGTON|NSW|2787
JAMES CREEK|NSW|2463
EWINGSDALE|NSW|2481
WASHPOOL|NSW|2460
HAYTERS HILL|NSW|2481
BELLEVUE HILL|NSW|2023
NURENMERENMONG|NSW|2649
BELLIMBOPINNI|NSW|2440
WOOYUNG|NSW|2483
SOUTH GOLDEN BEACH|NSW|2483
POLO FLAT|NSW|2630
TWEED HEADS|NSW|2485
BALMAIN EAST|NSW|2041
GLEN WARD|NSW|2422
SANCTUARY POINT|NSW|2540
KIMBRIKI|NSW|2429
PEEL|NSW|2795
WOODSTOCK|NSW|2538
NERRIGA|NSW|2622
BOOMERANG BEACH|NSW|2428
LUCKNOW|NSW|2800
GLEN WILLIAM|NSW|2321
BERRY MOUNTAIN|NSW|2535
BYNG|NSW|2800
FAIRLIGHT|NSW|2094
HOPKINS CREEK|NSW|2484
GLENUGIE|NSW|2460
CAMDEN HEAD|NSW|2443
BELMONT NORTH|NSW|2280
CHELTENHAM|NSW|2119
MACQUARIE LINKS|NSW|2565
ROSSGOLE|NSW|2336
BEVENDALE|NSW|2581
HUONBROOK|NSW|2482
BRANDY HILL|NSW|2324
HAMILTON NORTH|NSW|2292
JUNEE|NSW|2663
KALARU|NSW|2550
JERSEYVILLE|NSW|2431
MACDONALDS CREEK|NSW|2339
MAIN ARM|NSW|2482
MUMBIL|NSW|2820
KANAHOOKA|NSW|2530
NORTH WILLOUGHBY|NSW|2068
ALBURY|NSW|2640
KANDOS|NSW|2848
MANAR|NSW|2622
TINTINHULL|NSW|2352
PATONGA|NSW|2256
DYERS CROSSING|NSW|2429
KINGS FOREST|NSW|2487
LAUREL HILL|NSW|2649
HAMILTON VALLEY|NSW|2641
WOLGAN VALLEY|NSW|2790
NIMBIN|NSW|2480
NULLICA|NSW|2551
RAWDON VALE|NSW|2422
MIDDLE FLAT|NSW|2630
MOGAREEKA|NSW|2550
NORTHANGERA|NSW|2622
SHADFORTH|NSW|2800
COALCLIFF|NSW|2508
KIOLOA|NSW|2539
KOORINGAL|NSW|2650
KYEEMAGH|NSW|2216
DUCKENFIELD|NSW|2321
BRAY PARK|NSW|2484
UPPER EDEN CREEK|NSW|2474
MATHOURA|NSW|2710
MYLESTOM|NSW|2454
BELMONT SOUTH|NSW|2280
OXLEY|NSW|2824
BOM BOM|NSW|2460
HILLSBOROUGH|NSW|2320
TYAGARAH|NSW|2481
FENNELL BAY|NSW|2283
PUCAWAN|NSW|2666
MAYFIELD|NSW|2540
NEWNES PLATEAU|NSW|2790
BUMBERRY|NSW|2870
NORTH CASINO|NSW|2470
FALBROOK|NSW|2330
BOX RIDGE|NSW|2357
MONALTRIE|NSW|2480
OSWALD|NSW|2321
FREEBURN ISLAND|NSW|2464
UPPER CRYSTAL CREEK|NSW|2484
TARRAGANDA|NSW|2550
TUMUT PLAINS|NSW|2720
TOCUMWAL|NSW|2714
FARRANTS HILL|NSW|2484
SUNNY CORNER|NSW|2795
OATLEY|NSW|2223
BURRAPINE|NSW|2447
NERRIGUNDAH|NSW|2545
CLEAR CREEK|NSW|2795
KILGIN|NSW|2472
JEMALONG|NSW|2871
FERNANCES|NSW|2775
TYALGUM CREEK|NSW|2484
COOLAMON|NSW|2701
MANNING POINT|NSW|2430
WARRAH RIDGE|NSW|2343
MOUNT VERNON|NSW|2178
WANTIOOL|NSW|2663
HILLVILLE|NSW|2430
MOUNT COLLINS|NSW|2794
BLACKWALL|NSW|2256
MAROM CREEK|NSW|2480
MOUNT MARSH|NSW|2469
BUSBY|NSW|2168
BODANGORA|NSW|2820
GOLLAN|NSW|2820
WOMBARRA|NSW|2515
PUMPENBIL|NSW|2484
CAWONGLA|NSW|2474
PORTERS CREEK|NSW|2538
KANANGRA|NSW|2787
LANSDOWNE FOREST|NSW|2430
UPPER MACDONALD|NSW|2775
NARRABEEN|NSW|2101
MONTEREY|NSW|2217
NORTH RYDE|NSW|2113
COPACABANA|NSW|2251
EUCHAREENA|NSW|2866
PENRITH|NSW|2750
FAIRFIELD WEST|NSW|2165
FALCONER|NSW|2365
MOUNT VINCENT|NSW|2323
EMMAVILLE|NSW|2371
FARNHAM|NSW|2820
GLEBE|NSW|2037
TOPI TOPI|NSW|2423
LONG POINT|NSW|2330
FERNVALE|NSW|2484
COURIDJAH|NSW|2571
BRIL BRIL|NSW|2441
KLORI|NSW|2346
NORTH TUMBULGUM|NSW|2490
FIGTREE|NSW|2525
FAR MEADOW|NSW|2535
FLETCHER|NSW|2287
TERRAMUNGAMINE|NSW|2830
FOREST HILL|NSW|2651
JACKS CREEK|NSW|2390
FORRESTERS BEACH|NSW|2260
EAST WARDELL|NSW|2477
MONGOGARIE|NSW|2470
COLO VALE|NSW|2575
FOUNTAINDALE|NSW|2258
BOSTOBRICK|NSW|2453
ROUCHEL|NSW|2336
PEAKHURST HEIGHTS|NSW|2210
FROGMORE|NSW|2586
MILPARINKA|NSW|2880
MURGA|NSW|2864
NEUTRAL BAY|NSW|2089
FROGS HOLLOW|NSW|2550
SWAN BAY|NSW|2471
GILMORE|NSW|2720
LISMORE HEIGHTS|NSW|2480
ALSTONVILLE|NSW|2477
MIDDLE DURAL|NSW|2158
ANDO|NSW|2631
LEICHHARDT|NSW|2040
NORTH AVOCA|NSW|2260
BRINDABELLA|NSW|2611
GALAMBINE|NSW|2850
GILGUNNIA|NSW|2835
GARLAND|NSW|2797
BALMAIN|NSW|2041
BERRIMA|NSW|2577
HARPARARY|NSW|2390
BELLANGRY|NSW|2446
NOONA|NSW|2835
GEORGICA|NSW|2480
GHINNI GHINNI|NSW|2430
URANGELINE|NSW|2656
CAVAN|NSW|2582
BALMORAL|NSW|2283
BANDA BANDA|NSW|2446
TULLYMORGAN|NSW|2463
CAMDEN PARK|NSW|2570
BUNGARBY|NSW|2630
CURLEWIS|NSW|2381
GLENDENNING|NSW|2761
KOONAWARRA|NSW|2530
RYLSTONE|NSW|2849
ALUMY CREEK|NSW|2460
SAWTELL|NSW|2452
YURAYGIR|NSW|2464
COMBANING|NSW|2666
WALLANTHERY|NSW|2675
MILSONS POINT|NSW|2061
REDLANDS|NSW|2646
BARDIA|NSW|2565
JONES BRIDGE|NSW|2720
COOPERNOOK|NSW|2426
MOORONG|NSW|2650
GLENDON BROOK|NSW|2330
EWINGAR|NSW|2469
MOOBALL|NSW|2483
CASINO|NSW|2470
EPPING|NSW|2121
CARNHAM|NSW|2460
LAFFING WATERS|NSW|2795
RED ROCKS|NSW|2577
LIDDELL|NSW|2333
DUNDAS|NSW|2117
CAMMERAY|NSW|2062
GOOBARRAGANDRA|NSW|2720
CARDIFF HEIGHTS|NSW|2285
WATERVIEW HEIGHTS|NSW|2460
CROWTHER|NSW|2803
TOMAGO|NSW|2322
BARANGAROO|NSW|2000
WOOMBAH|NSW|2469
GLENWORTH VALLEY|NSW|2250
GLOUCESTER TOPS|NSW|2422
GOOLMA|NSW|2852
GOOLOOGONG|NSW|2805
WELBY|NSW|2575
TINDAREY|NSW|2835
GREEN HILLS|NSW|2365
WONGAWILLI|NSW|2530
BRINGENBRONG|NSW|3707
BRINERVILLE|NSW|2454
GORMANS HILL|NSW|2795
BOONOO BOONOO|NSW|2372
THE BRANCH|NSW|2425
MAFFRA|NSW|2630
WALLACIA|NSW|2745
MERINGO|NSW|2537
GRAFTON|NSW|2460
ASHMONT|NSW|2650
TUROSS HEAD|NSW|2537
GREAT MACKEREL BEACH|NSW|2108
DINOGA|NSW|2404
ALLEENA|NSW|2671
LIBERTY GROVE|NSW|2138
TINONEE|NSW|2430
SHOALHAVEN HEADS|NSW|2535
NUMBUGGA|NSW|2550
COLLINGULLIE|NSW|2655
COLONGRA|NSW|2262
GEEHI|NSW|2642
GREEN POINT|NSW|2428
GREENACRE|NSW|2190
LONGREACH|NSW|2540
MUSCLE CREEK|NSW|2333
NORTH ST MARYS|NSW|2760
BANKSMEADOW|NSW|2019
COLLAROY PLATEAU|NSW|2097
VALLEY HEIGHTS|NSW|2777
BANKSTOWN|NSW|2200
RYDALMERE|NSW|2116
WANDANDIAN|NSW|2540
MOUNT HUTTON|NSW|2290
NARRAN LAKE|NSW|2839
GLANMIRE|NSW|2795
DINGO FOREST|NSW|2429
